134.81,222.97,6.4816,-1.5018
215.14,139.28,6.2932,1.5325
81.632,220.86,7.5373,-1.8663
88.667,137.76,8.3118,-3.8563
110.28,319.19,8.9806,1.5342
137.87,123.74,8.3101,1.4143
184.54,44.031,7.6557,-1.2
236.68,120.56,7.9474,-0.88747
385.39,333.02,7.9207,0.97172
33.736,308.03,11.445,-0.99524
33.736,308.03,11.445,-2.9845
172.29,211.06,8.6611,0.87593
182.84,144.64,11.352,1.3441
182.84,144.64,11.352,-1.7035
413.75,340.85,11.173,0.94456
300.59,205.75,13.262,-0.47349
410.62,299.86,13.802,0.68636
445.62,254.73,13.773,0.26803
134.45,123.97,13.918,-4.0346
177.66,193.88,15.841,-2.4228
268.72,325.67,17.18,-4.7114
111.27,285.44,31.302,-2.8167
141.96,78.702,40.475,-0.98693
105.25,208.36,1.8733,-0.13432
281.05,24.072,1.9535,-3.7779
397.06,272.9,1.9039,-1.6474
473.19,176.1,1.9861,-2.4863
511.09,186.81,2.2502,0.58408
511.09,186.81,2.2502,-2.6029
604.64,391.77,2.3317,-2.7526
619.9,358.05,2.1766,-2.4918
636.71,378.37,2.0643,-0.089351
642.57,299.67,1.9016,-3.3503
645.88,344.73,2.0831,-0.037299
706.36,190.3,1.8868,-0.58946
412.61,223.82,2.4817,-4.0458
504.76,169.28,2.4917,-2.3804
527.76,308.15,2.6964,-0.30121
642.57,359.3,2.8539,0.49112
663.15,340.21,2.6754,-2.5846
693.89,326.07,2.3773,-0.77364
412.14,245.49,3.0215,0.813
412.14,245.49,3.0215,-3.1299
442.44,118.08,3.6632,-2.7633
643.72,137.27,4.1618,-2.0135
427.52,246.6,5.1693,1.293
474.73,284.51,4.7546,-2.997
568.02,353.89,4.5993,-3.5087
625.37,165.29,4.8565,-2.8762
637.71,313.3,4.8317,-2.6916
636.61,349.52,5.3153,-2.8939
687.25,372.89,5.9005,-4.2815
432.95,250.52,7.7407,-4.617
649.08,370,7.6446,-3.6598
642.76,146.54,10.244,-2.1642
620.43,251.37,13.179,-3.6088
589.04,284.97,17.164,-4.0535
649.58,200.06,27.232,-3.2772
648.98,198.85,27.803,-3.0391
4.338,308.47,1.9822,-0.75404
7.7312,321.94,1.9692,1.4805
7.7312,321.94,1.9692,-4.1398
27.962,347.07,2.115,-2.4831
27.962,347.07,2.115,-3.6267
32.433,299.93,2.1829,1.0228
32.433,299.93,2.1829,-2.1684
66.555,185.16,2.2153,-2.1069
92.946,261.07,2.206,0.92828
160.84,114.01,2.0573,-4.0008
274.44,305.3,2.2722,0.97891
274.44,305.3,2.2722,-1.9013
306.86,108.89,2.1402,-3.9499
341.82,98.993,2.0119,-3.6966
348.61,150.6,1.9787,-4.0973
378.74,162.74,2.0769,-1.2276
378.74,162.74,2.0769,-4.1249
397.79,268.7,2.0159,-3.733
407.55,352.54,2.1733,-3.6145
432.71,358.87,2.0628,-3.7711
460.7,68.53,2.1374,-0.20992
461.4,379.64,2.0196,-3.6173
480.12,153.3,1.8485,1.2937
492.62,180.34,2.1403,-0.21106
492.62,180.34,2.1403,-2.2856
522.31,116.42,2.0443,-1.2821
536.11,274.74,2.0097,-2.555
576.98,31.044,1.9209,-2.2456
583.46,135.87,1.9315,0.87041
620.73,55.196,2.0133,-4.2485
630.62,143.07,1.8421,-1.9967
634.06,146.84,1.9624,-2.1176
637.81,66.812,1.9828,-4.09
647.11,73.234,1.9801,-3.9314
670.5,127.68,1.6921,-0.80067
670.5,127.68,1.6921,-4.1637
713.74,400.28,2.1453,1.4466
12.579,364.08,2.4687,0.95179
12.579,364.08,2.4687,-2.1146
22.202,357.84,2.4314,-2.1797
24.351,305.12,2.5289,-2.1762
78.49,313.15,2.4173,-0.73034
116.04,119.91,2.2806,0.15587
150.18,327.86,2.2995,1.077
150.18,327.86,2.2995,-2.4141
206.09,357.89,2.8188,0.56248
226.24,71.282,2.5851,-0.2376
270.83,106.87,2.3513,-3.9223
288.47,75.646,2.5127,-3.7212
297.32,87.01,3.1127,-2.9877
335.27,140.29,2.514,-3.6999
347.59,357.52,2.7863,1.4137
354.22,243.78,2.4256,1.5549
358.7,102.67,2.7759,-4.4549
391.72,269.4,2.4405,-3.7845
445.91,180.07,1.9841,-2.8528
456.62,396.97,2.6412,0.36032
466.14,385.37,2.7688,-0.90996
466.14,385.37,2.7688,-3.7096
548.57,301.92,2.3257,0.60196
574.63,24.913,2.7581,-3.9704
670.54,393.87,2.8396,-3.872
710.96,393.62,2.8159,1.4004
11.353,119.98,3.4671,1.4685
11.353,119.98,3.4671,-1.1124
17.595,325.59,2.8846,-3.7883
107.12,301.19,3.2942,-1.9889
124.89,151.27,3.2254,-3.7595
186.9,65.201,2.8927,0.96305
297.92,88.34,3.374,-3.7447
333.72,98.24,3.4641,-3.8798
368.38,268.43,3.5745,-1.1754
368.38,268.43,3.5745,-3.9707
377.2,103.55,3.5138,0.093338
442.48,374.62,3.5298,-3.9032
521.8,122.74,3.3372,-1.3558
521.8,122.74,3.3372,-4.6787
544.75,174.7,3.0327,1.1893
557.34,87.896,3.2721,-1.3047
556.84,96.729,3.1862,-1.3151
589.51,72.047,2.9331,-1.372
592.25,122.34,3.1395,-1.3126
592.25,122.34,3.1395,-4.6618
625.21,96.785,3.0017,-1.4115
644.28,73.082,3.1199,-3.9448
662.79,123.17,3.2508,-1.3927
671.15,70.063,2.9467,-0.90157
701.8,383.66,3.5017,-1.7272
9.0865,314.7,3.7167,-1.1662
9.0865,314.7,3.7167,-4.5017
35.443,348.1,4.0194,0.76299
35.443,348.1,4.0194,-2.9681
54.619,285.45,3.9346,-4.5167
333.46,33.674,3.8299,-1.0548
362.99,253.01,4.2752,-4.4152
368.42,268.44,3.5761,-3.9259
376.67,260.73,4.0277,-4.123
446.95,395.2,3.6985,-2.4926
534.69,143.34,4.423,-2.1237
555.58,137.34,4.2425,-1.6439
572.6,96.371,3.9113,-0.66644
589.63,12.163,4.309,-1.0226
676.53,100.47,4.2266,-3.9917
702.35,383.9,3.3548,-1.8248
704.65,373.91,3.808,-3.8418
102.86,156.1,5.0214,0.40268
177.51,40.401,5.4165,0.68326
496.22,170.68,5.2896,-2.5459
524.53,108.74,4.8641,-1.3531
572.93,72.159,4.9001,-3.7434
595.94,136.74,5.1671,-1.067
674.21,380.48,4.5848,-2.1372
698.04,394.46,4.583,-1.9985
180.47,56.479,5.6667,0.78847
264.65,199.09,5.8942,-0.86588
337.59,283.14,6.7574,-2.4997
350.92,116.67,5.9569,-4.4099
356.9,238.61,6.1529,-4.343
408.11,115.73,5.7471,0.093063
677.9,151.51,7.0935,-1.3058
513.3,178.32,8.1835,-2.2662
521.49,145.81,8.9657,-2.0684
590.45,47.164,8.6053,-4.0951
663.67,101.22,8.1741,-4.1024
593.01,96.685,9.4752,-1.4192
593.01,96.685,9.4752,-4.6737
628.29,124.64,10.143,-1.0798
124.39,173.28,1.8361,0.87514
135.14,191.76,1.991,-4.5391
259.55,294.39,1.9395,-4.125
270,292.67,1.9084,-2.6884
350.21,259.19,2.2225,-2.9766
547.77,265.91,2.1102,-4.1444
173.27,163.92,2.7425,-4.5338
294.23,409.64,2.792,1.4428
374.02,283.05,2.308,-4.1264
267.14,193.19,3.2767,-4.5056
275.77,112.66,2.8544,-0.094413
394.72,247.34,3.4773,-1.0934
460.69,274.96,3.3016,-3.2969
493.89,128.59,3.2778,-0.72715
503.89,247.22,3.0892,-0.98299
321.51,262.58,3.7795,-4.0002
374.79,392.6,4.2739,1.3417
559.86,337.2,3.9892,1.1131
31.144,73.131,4.6499,-3.4621
297.92,205.26,4.7935,1.4612
313.17,161.92,5.5649,0.59515
313.17,161.92,5.5649,-2.1821
312.36,178.15,4.7481,1.4039
321.69,191.29,5.0523,1.3184
392.19,223.63,4.9078,-4.4299
407.21,232.61,4.6812,-4.585
486.83,152.52,4.8671,-3.7884
513.38,250.39,5.2341,-1.2053
14.483,66.863,6.0699,0.015502
14.483,66.863,6.0699,-3.5963
253.35,196.34,6.6602,-4.5145
343.26,180.46,6.1711,0.96629
373.09,224.47,5.6456,-4.2593
484.89,238.68,6.9888,1.1961
230.47,195.55,8.0255,-4.5147
303.33,236.18,7.9188,-3.9877
446.83,247.56,9.3371,-4.5132
485.08,238.73,7.0879,1.2119
106.9,159.78,11.419,-3.4021
404.15,238.24,10.006,-4.4774
70.628,150.25,12.011,0.15429
268.13,166.33,17.733,-4.5787
398.36,145.36,15.055,1.5587
398.36,145.36,15.055,-1.8146
427.24,198.68,21.367,-1.8476
206.13,219.2,31.911,-1.0531
206.13,219.2,31.911,-4.4515
509,308.36,40.017,0.96765
32.007,203.62,1.9226,0.17162
94.112,320.94,1.8223,-2.2872
144.16,172.03,2.1476,-4.3342
217.96,334.89,1.9179,0.15276
219.31,55.951,1.7564,0.40954
219.31,55.951,1.7564,-0.4473
223.43,118.78,2.0939,-0.83059
227.37,86.661,1.8353,-0.062803
229.97,279.94,2.0937,0.23798
245.66,358.4,1.89,-3.4039
259.93,324.67,1.9817,-0.2288
259.93,324.67,1.9817,-2.0025
301.53,167.88,2.3128,-2.9692
309.95,293.09,2.1113,0.57226
323.74,11.929,2.0042,-4.3198
333.08,287.42,2.0873,1.3059
394.25,235.68,2.2367,-2.2572
394.25,235.68,2.2367,-3.7869
410.74,247.08,2.1067,0.57058
410.74,247.08,2.1067,-3.9847
426.46,59.861,2.1726,-0.025782
426.46,59.861,2.1726,-1.6431
427.7,50.678,1.8971,0.51287
450.31,11.219,2.0866,-4.0829
477.56,262,2.0251,0.59394
480.75,81.211,2.3037,-4.0245
483.42,265.24,2.4223,0.50974
500.06,114.6,2.0368,1.1127
500.06,114.6,2.0368,-3.5835
509.56,193.65,1.9999,1.495
184.77,324.08,2.6677,-4.5005
192.19,50.355,2.433,-3.7409
194.45,336.3,2.4248,-0.8274
194.45,336.3,2.4248,-3.1001
195.79,348.54,2.7326,-1.5778
200.76,50.22,2.3658,-3.9095
230.37,322.59,2.7589,-3.3286
231.48,14.003,2.3084,1.3285
251.06,356.1,2.4597,-3.3704
293.82,297.23,2.738,-2.3368
317.75,209,2.8421,-4.0856
337.5,76.576,2.9095,-3.4097
415.76,277.47,2.8198,-3.582
470.8,237.79,2.382,0.60451
475.79,224.09,2.8506,0.54604
477.99,39.161,2.3109,-3.1207
536.93,321.36,2.4194,0.77077
536.93,321.36,2.4194,-2.2795
548.28,178.48,2.7071,-3.5045
562.19,181.09,2.6218,-3.441
127.81,26.425,3.2245,0.929
226.03,372.74,3.1329,-3.489
237.26,362.59,3.447,-1.7743
283.2,8.3866,3.5848,1.5351
289.74,289.73,3.1695,-2.5132
333.19,215.7,2.8409,1.4158
333.19,215.7,2.8409,-1.2571
352.49,267.05,3.1116,0.89245
453.55,219.7,3.083,-0.21051
473.01,29.35,3.2378,-3.9582
472.76,76.511,3.1166,-3.0462
208.44,335.19,3.7992,0.41008
213.16,23.754,4.2498,1.07
238.46,262.59,4.0686,0.47653
266.32,222.24,4.7642,1.0923
293.25,168.48,4.2981,-2.8808
19.101,192.11,5.2849,0.43948
196.55,224.19,5.3802,-4.2023
203.87,35.302,4.8062,-0.035427
242.79,326.61,5.6058,-1.1111
242.79,326.61,5.6058,-3.8735
301.69,290.99,5.9389,0.49847
301.69,290.99,5.9389,-2.4192
343.8,270.05,4.9653,0.90922
345.08,16.42,4.9882,-4.4061
540.59,132.92,4.9613,-4.0243
77.395,107.6,6.6285,0.65818
96.938,76.313,7.192,0.30687
257.66,13.008,6.432,1.4425
308.41,15.069,6.7006,-4.5037
430.82,263.17,6.7382,-3.707
563.09,220.96,7.1037,-3.4163
222.12,310.86,8.031,-0.74712
225.42,25.033,8.1745,0.96764
289.56,171.99,7.1459,-2.5914
309.15,16.561,7.4763,-4.4842
423.75,332.51,8.4369,1.4798
431.1,263.65,7.0739,-3.7316
555.34,158.24,6.945,-3.7805
229.7,347.35,9.0948,-3.8138
463.63,318.15,10.612,1.2325
478.37,102.79,10.719,-3.8302
494.13,122.73,9.8252,-4.0744
157.81,33.616,11.925,-4.5146
224.87,142.39,12.295,-0.092717
211.35,308.4,16.156,-2.397
393.95,313.59,15.565,-3.486
393.95,313.59,15.565,-4.6495
456.06,40.269,16.003,-3.5942
534.91,157.84,20.783,-3.9516
535.55,313.35,24.908,-2.2064
222.6,330.05,33.216,0.05738
432,251.09,32.621,-0.29118
432,251.09,32.621,-1.5451
108.94,251.12,56.637,-0.73114
31.016,151.77,2.0283,0.67479
37.72,381.96,1.9549,-3.7787
139.94,291.02,1.9029,0.38399
141.43,335.59,1.671,-0.53892
146.44,336.38,2.0813,-0.67284
162.69,357.93,2.0394,-0.78901
172.92,263.2,2.2278,1.0218
205.06,177.25,2.1789,-0.18264
265.03,323.68,1.8942,-2.7232
271.36,99.074,2.0503,-1.7878
45.174,127.49,2.4319,-0.29101
45.174,127.49,2.4319,-3.1871
70.685,402.8,2.5728,-1.026
101.67,63.999,2.6873,0.49024
129.08,340.1,2.3448,-2.2894
131.62,209.41,2.2433,-3.5472
157.36,348.44,2.6922,-0.66883
159.8,283.23,2.5858,-2.4102
188.96,242.38,2.5573,0.96197
197.42,210.18,2.4104,0.44842
202.25,394.71,2.3502,-0.90571
297.85,387.99,2.4754,-2.7007
297.85,387.99,2.4754,-3.7695
6.5339,93.236,3.0684,-1.4789
6.5339,93.236,3.0684,-4.0986
7.071,153.75,3.0038,-3.3324
40.936,366.03,3.2609,-2.588
43.361,377.63,3.4972,-2.7173
194.61,279.12,3.2306,0.19162
194.61,279.12,3.2306,-2.7741
219.47,160.38,3.4999,-1.8051
298.34,378.84,2.8653,-3.5779
43.689,112.16,4.2588,-0.14858
68.943,411.62,3.79,-3.981
123.97,395.82,3.4546,-1.3352
153.98,179.64,3.6952,-2.2076
164.73,397.38,3.9313,-2.7085
164.73,397.38,3.9313,-4.2894
212.17,383.38,3.7811,-2.187
250.45,233.24,3.9521,1.3852
289.2,372.41,4.2668,0.37085
84.899,354.66,5.5546,1.429
84.899,354.66,5.5546,-0.74115
197.31,355.51,5.0233,-0.82615
206.05,335.97,5.3546,-2.4389
248.75,98.342,5.3798,-2.1719
133.35,250.38,6.2683,-3.3081
140.43,347.66,6.8647,-0.96847
209.9,147.88,6.622,-1.6483
31.708,133.8,8.9467,0.86256
99.548,44.485,8.8214,0.15782
151.46,260.67,7.5584,1.003
178.7,266.14,7.6397,0.83242
287.46,389.33,8.0631,0.73648
287.46,389.33,8.0631,-2.7057
295.75,140.96,8.0464,-1.691
54.523,149.68,11.283,0.83854
85.107,115.93,9.9528,0.80699
114.81,365.69,9.2053,-3.4504
188.37,409.06,11.221,1.5265
196.79,310.45,10.914,-2.5879
249.44,419.9,11.128,1.0109
283.11,112.02,12.77,-1.7652
125.6,420.05,14.505,1.4881
25.931,318.31,20.791,-2.8593
63.619,188.96,35.633,1.1854
134.14,20.029,1.8724,1.4242
134.14,20.029,1.8724,-3.0269
187.98,99.287,1.8991,-0.72012
58.182,28.134,2.2662,-2.8438
127.69,59.59,2.535,-4.7042
156.96,40.817,2.6375,0.97196
56.045,53.528,3.6089,-2.023
71.278,34.28,2.9228,-3.4582
90.293,102.33,3.2227,-2.6844
189.76,158.98,2.9395,-3.9974
56.33,53.554,3.6195,-2.0295
60.598,66.504,5.6559,-4.1329
221.28,55.959,8.5975,-0.16193
221.28,55.959,8.5975,-1.6587
196.2,39.248,11.321,-0.42918
229.93,199.33,10.378,-4.0746
163.02,163.11,14.198,1.2002
163.02,163.11,14.198,-3.9547
224.95,193.73,12.382,-3.9232
116.22,151.43,15.209,1.4261
196.01,100.78,2.465,-4.6864
282.19,78.993,14.402,0.28599
282.19,78.993,14.402,-2.2235
282.4,80.397,14.679,-2.2015
115.34,55.556,20.623,-1.7998
178.37,35.549,19.155,-2.0054
117.11,429.04,2.0444,-4.1826
244.3,46.544,1.9228,-0.22609
244.3,46.544,1.9228,-4.0455
269.83,79.922,2.1213,1.297
289.9,96.093,1.9599,-3.014
320.77,229.61,2.0799,-4.1354
386.19,308.46,2.1193,1.0053
386.19,308.46,2.1193,0.1442
451.3,360.69,2.2664,-4.3209
461.64,65.149,1.8866,-4.6711
583.81,473.32,2.1627,0.75373
230.1,39.219,2.6732,-3.9539
318.77,196.96,2.3737,-3.1451
338.02,80.773,2.3895,-4.1762
346.16,85.852,2.801,1.5494
462.01,388.75,2.4548,-2.6314
502.75,202.69,2.266,1.0359
549.69,349.97,2.3769,-1.814
505.9,75.719,3.1761,-0.96231
505.9,75.719,3.1761,-4.0004
509.12,390.98,3.3965,-3.7341
556.92,353.77,3.4173,-2.8766
673.94,328.37,3.4724,-1.7113
673.94,328.37,3.4724,-2.6352
67.419,205.4,3.9455,0.95066
260.39,79.085,3.6621,-4.3128
263.87,30.952,4.0523,0.94494
263.87,30.952,4.0523,-4.2769
503.68,86.02,3.8114,0.49009
503.68,86.02,3.8114,-0.87614
503.68,86.02,3.8114,-4.4277
552.46,116.79,3.9804,-4.7001
674.45,329.18,3.9144,-2.6695
272.84,74.075,5.3443,-4.6947
366.86,77.606,5.1644,-4.6804
389.52,312.62,4.7809,-0.94339
392.2,48.757,5.1882,-1.092
454.86,352.82,4.9204,-4.3709
478.89,17.857,4.3563,-1.975
550.21,207.08,4.8414,-3.2079
657,294.82,5.2314,-0.22428
277.23,90.499,6.4334,1.4285
309.06,90.879,5.8703,0.22031
309.06,90.879,5.8703,-1.3737
332.04,196.93,7.2465,0.63813
332.04,196.93,7.2465,-1.9136
416.16,57.736,6.01,-1.2585
454.18,28.776,5.7327,-2.669
524.83,304.15,6.7133,-4.6644
570.56,356.05,6.4158,-0.67214
601.54,404.77,6.0406,0.93437
213.67,47.511,8.2001,1.4424
276.68,151.37,8.0667,-1.9674
276.68,151.37,8.0667,-3.9273
352.63,324.5,7.5422,-4.3533
384.92,65.573,8.9672,-0.95017
437.88,427.24,8.3928,-1.3924
557.93,375.68,7.6369,0.18739
170.16,260.89,10.531,-2.9505
239.77,357.43,10.426,1.1462
248.14,285.92,10.781,-0.065878
306.62,311.35,11.384,1.5379
437.77,365.1,9.4262,-4.3853
512.74,219.4,10.737,-2.6845
556.23,159.2,9.2178,-3.0426
568.7,129.45,11.083,-4.2141
531.16,272.8,14.356,-2.8308
559.81,94.326,13.765,-4.2355
662.67,30.453,12.799,-2.8513
223.38,347.48,20.898,0.97297
346.12,53.704,19.209,-4.059
521.19,144.91,18.35,-0.76856
408.28,386.09,27.402,-1.6784
4.3967,73.07,1.7722,-2.5265
4.1229,170.84,2.101,0.85999
4.4515,188.47,1.9756,0.81099
4.4515,188.47,1.9756,-2.2352
4.156,235.84,1.9482,-2.5926
4.2122,368.8,2.2657,-2.6331
5.2434,102.02,1.9389,0.7667
4.7188,128.37,1.9113,0.72194
4.7188,128.37,1.9113,-2.3832
5.2966,143.27,1.9463,0.74205
5.2966,143.27,1.9463,-2.3701
5.093,205.88,2.193,0.7844
5.093,205.88,2.193,-2.361
6.2715,159.34,2.2479,-2.4976
6.7846,63.608,1.8766,0.78699
6.7846,63.608,1.8766,-2.4447
7.5634,77.812,1.8143,0.68622
8.2926,92.112,1.8935,0.7894
8.2926,92.112,1.8935,-2.4623
8.0004,133.48,1.9333,0.68488
8.0004,133.48,1.9333,-2.4721
7.6681,194.52,2.2661,-2.2494
9.3244,53.707,1.8559,-2.3558
8.9096,106.76,1.8364,0.70459
8.9096,106.76,1.8364,-2.5056
8.8945,148.37,2.0396,0.81196
8.8945,148.37,2.0396,-2.369
10.188,68.069,1.7972,0.75761
10.006,165.66,2.1198,-2.3024
10.593,231.07,2.2592,0.70994
9.9471,328.52,2.1475,-2.5997
11.333,82.113,1.8805,0.68852
10.638,123.31,2.0246,0.65401
10.638,123.31,2.0246,-2.2697
10.784,182.88,2.1014,0.70406
12.038,96.51,1.7982,0.94648
12.038,96.51,1.7982,-2.4298
11.656,138.3,1.9347,-2.4883
12.457,153.85,2.0421,0.78945
11.727,200.45,2.1664,0.72699
11.727,200.45,2.1664,-2.2301
12.325,250.09,2.2055,0.5727
12.325,250.09,2.2055,-2.3752
12.857,58.331,1.8842,0.76071
12.845,111.82,2.0631,-2.5535
13.781,72.42,1.8423,0.74843
13.781,72.42,1.8423,-2.4922
14.505,86.916,1.8613,-2.4032
14.015,171.31,2.1552,0.66533
14.015,171.31,2.1552,-2.2953
15.124,48.221,1.8072,0.80898
15.124,48.221,1.8072,-2.5563
15.042,101.48,1.8961,-2.4576
14.491,128.34,1.9485,0.76106
14.491,128.34,1.9485,-2.2594
14.907,188.82,2.2515,0.72349
14.907,188.82,2.2515,-2.3034
14.706,237.33,2.19,0.67964
14.706,237.33,2.19,-0.28079
16.527,62.914,1.8313,-2.308
15.539,143.28,2.0185,0.65897
15.603,206.5,2.213,0.85758
15.603,206.5,2.213,-2.2215
17.095,77.08,1.8355,-2.4864
16.905,117.28,2.0357,0.85229
16.905,117.28,2.0357,-2.4982
16.649,159.46,2.1134,0.65343
18.103,91.204,1.8456,-2.4167
18.25,133.23,1.9478,0.73575
18.25,133.23,1.9478,-2.4201
18.042,177.1,2.0718,0.62091
18.815,52.824,1.8986,0.80507
18.815,52.824,1.8986,-2.3931
19.024,106.06,2.0693,-2.4908
19.257,148.61,2.0824,0.75107
19.257,148.61,2.0824,-2.4154
18.401,195.02,2.267,0.8189
18.401,195.02,2.267,-2.2943
20.464,165.63,2.1843,0.66192
19.736,212.84,2.1938,0.83125
20.935,122.88,2.0419,0.85959
22.318,57.653,1.8275,0.95304
22.318,57.653,1.8275,-2.3589
21.653,95.568,1.8052,0.78167
21.521,183.35,2.1587,0.70219
21.521,183.35,2.1587,-2.3582
22.388,201.36,2.1924,0.78236
21.5,231.35,2.2776,-2.372
23.09,111.63,2.0924,-2.3744
23.006,154.28,2.0292,0.693
23.563,71.867,1.794,0.79617
24.236,85.946,1.8545,0.835
23.769,219,2.2336,0.81833
23.769,219,2.2336,-2.378
24.848,47.708,1.9045,0.86223
25.195,100.44,2.0143,0.76998
24.723,128.03,2.0385,0.72791
24.723,128.03,2.0385,-2.3087
25.256,189.08,2.0742,0.68247
25.256,189.08,2.0742,-2.3527
25.869,62.543,1.8984,0.96707
25.869,62.543,1.8984,-2.2673
26.409,207.26,2.2568,0.74962
27.138,76.149,1.8276,0.8444
27.138,76.149,1.8276,-2.3693
27.126,117.05,2.0162,0.79807
27.126,117.05,2.0162,-2.3538
27.048,159.76,2.1586,0.73738
27.048,159.76,2.1586,-2.5794
28.406,52.65,1.9288,0.86294
28.406,52.65,1.9288,-2.4149
27.944,90.674,1.8907,-2.5225
27.929,177.52,2.1018,-2.3893
27.704,256.25,2.25,0.69647
27.704,256.25,2.25,-2.39
28.566,16.45,1.7935,-2.444
29.024,105.53,1.9962,0.73934
28.446,133.39,1.9717,-2.3485
29.224,195.1,2.2407,-2.3408
29.841,67.025,1.8713,0.90996
29.675,148.7,2.1054,0.6624
29.908,243.85,2.2431,0.69478
29.908,243.85,2.2431,-2.3837
30.996,7.4221,1.7902,0.56969
30.732,42.783,1.8505,0.65589
30.601,80.776,1.8439,-2.3673
30.965,122.55,2.0664,0.80126
30.83,165.59,2.1574,0.74999
30.83,165.59,2.1574,-2.3412
